                         District 01041928  Recovered  Quarantine  Critical  Total Deaths
                           Bremen      308         84         138        14             6
                      Bremerhaven       23          9           0         1             0
                        Bielefeld      177         36        2317        14             0
                           Bochum      279         42         642        36             7
                             Bonn      294         62         729         7             1
                           Borken      525        150           0         0             8
                          Bottrop       45         11         143         0             1
                         Coesfeld      358         91           0        17             6
                         Dortmund      333        137           0         7             0
                         Duisburg      338         72         911        37             2
                            Düren      269         78           0        26             4
                       Düsseldorf      469        107         536        89             4
                Ennepe-Ruhr-Kreis      218         65         652         3             1
                            Essen      420        140        1001         0             7
                       Euskirchen      145         48         188        15             2
                    Gelsenkirchen      129         20           0         6             1
                        Gütersloh      401        141         248        27             1
                            Hagen       82         28           0         0             2
                             Hamm      171         43         909        19             2
                        Heinsberg     1373        659          71         0            37
                          Herford      176         52           0         5             1
                            Herne       64         27           0         2             0
               Hochsauerlandkreis      286         79           0        16             1
                           Höxter       72          8           0         0             0
                            Kleve      260         98        1089        15             2
                             Köln     1540        619           0       170            18
                          Krefeld      225         40           0        33             1
                       Leverkusen      127         16          88         0             0
                            Lippe      347         56           0         0             3
                 Märkischer Kreis      146         19         375         0             1
                         Mettmann      419         86         505         0             6
                  Minden-Lübbecke      340        124           0         5             0
                  Mönchengladbach      217         58         408        15             1
              Mülheim an der Ruhr       82         39         324         0             1
                          Münster      503        190           0         0             2
             Oberbergischer Kreis      280         64         186        17             2
                       Oberhausen       78         17         118         0             0
                             Olpe      166         78           0         0             1
                        Paderborn      291         40         800        13             3
                   Recklinghausen      417        134           0         0             1
                        Remscheid       69         28         346        11             1
                 Rhein-Erft-Kreis      400        104        1287        28             4
                Rhein-Kreis Neuss      390        161         942         0             6
                 Rhein-Sieg-Kreis      619         85        2500         0             4
       Rheinisch-Bergischer Kreis      226         96         576         0             2
              Siegen-Wittgenstein      140         38           0         7             2
                            Soest      214         66           0        17             1
                         Solingen      111         10         276        12             1
              Städteregion Aachen      980        364           0         0            16
                        Steinfurt      469        158        1080         0             3
                             Unna      255         38           0        21             3
                          Viersen      320         72         548        14             5
                        Warendorf      322        142         500         0             2
                            Wesel      254        107           0         0             2
                        Wuppertal      249          9        1825        13             4
                       Bergstraße      192         32           0        11             1
                        Darmstadt       72          0           0         2             0
                Darmstadt-Dieburg      195         60           0         0             2
                Frankfurt am Main      438          0           0         0             3
                            Fulda      163          0           0         0             1
                           Gießen      143         37           0         7             0
                       Groß-Gerau      209          0           0         0             0
               Hersfeld-Rotenburg       76         12           0         0             0
                  Hochtaunuskreis      161          0           0         0             0
                           Kassel       89         25          38         8             0
                           Kassel       95         26          33         6             1
                  Lahn-Dill-Kreis      200         21         534         0             0
                 Limburg-Weilburg      174         43           0         0             1
                Main-Kinzig-Kreis      183         32           0        23             1
                Main-Taunus-Kreis      145         57           0         0             2
               Marburg-Biedenkopf      131         65           0         7             1
                    Odenwaldkreis       86          0           0        15             2
                        Offenbach      193         43           0        11             3
                Offenbach am Main       29          8          10         3             1
            Rheingau-Taunus-Kreis      117          0           0         0             0
               Schwalm-Eder-Kreis      170          0           0         0             1
                  Vogelsbergkreis       61         17           5         1             0
              Waldeck-Frankenberg       66          0           0         0             0
              Werra-Meißner-Kreis       23          7         100         0             0
                    Wetteraukreis      124          0           0         0             1
                        Wiesbaden      213          0        3000         0             2
                        Ahrweiler       71          5         209         0             1
        Altenkirchen (Westerwald)       57          8           0         2             0
                      Alzey-Worms       93         21           0         6             0
                     Bad Dürkheim      179          0           0         0             2
                    Bad Kreuznach      114         14         100         7             0
              Bernkastel-Wittlich       67         11           0         3             0
                       Birkenfeld       36          5         276         2             0
                      Cochem-Zell      112         57           0         0             0
                 Donnersbergkreis       64         13         286         1             1
          Eifelkreis Bitburg-Prüm      112         21           0         0             0
              Frankenthal (Pfalz)       25          0           0         0             0
                      Germersheim       77         21           0         0             1
                   Kaiserslautern       59          3           0         4             1
                   Kaiserslautern       74          4           0         0             0
                          Koblenz      155          0           0         0             6
                            Kusel       49         24           0         0             0
              Landau in der Pfalz       43          2           0         0             0
            Ludwigshafen am Rhein       91          0           0         0             0
                            Mainz      196          0           0         0             0
                     Mainz-Bingen      119          0           0         0             0
                    Mayen-Koblenz      224         70           0         0             1
       Neustadt an der Weinstraße       59          0           0         0             1
                          Neuwied      145          6           0         0             2
                        Pirmasens       17          0           0         0             0
             Rhein-Hunsrück-Kreis      109         40           0         0             0
                 Rhein-Lahn-Kreis       90          0           0         2             2
                Rhein-Pfalz-Kreis      121          0           0         0             0
                           Speyer       32          0          54         0             0
              Südliche Weinstraße       95         32           0         0             0
                     Südwestpfalz       55          0           0         0             2
                            Trier       63         17           0         7             0
                   Trier-Saarburg       88         18           0         0             1
                      Vulkaneifel       59         21           0         3             0
                  Westerwaldkreis      178          0         400         0             3
                            Worms       81         17           0         5             2
                      Zweibrücken       15          0           0         0             0
                  Alb-Donau-Kreis      285          0           0         0             1
                      Baden-Baden       91          0           0         0             4
                         Biberach      260          0           0         0             3
                        Böblingen      664         36           0        24            10
                    Bodenseekreis      218        125         387        15             2
         Breisgau-Hochschwarzwald      507          0           0         0            10
                             Calw      355         77           0         0             5
                      Emmendingen      321          0           0         0            18
                         Enzkreis      142          0           0         0             2
                        Esslingen      946        270           0         0            22
             Freiburg im Breisgau      502          0           0         0            13
                     Freudenstadt      196          0          13         3             0
                        Göppingen      450        117           0        44             9
                       Heidelberg      195         60         398         0             0
                       Heidenheim      227         40           0         0             3
                        Heilbronn      168          0           0         0             0
                        Heilbronn      435         74           0         0             8
                   Hohenlohekreis      478          0        1906         0             9
                        Karlsruhe      178         50           0         0             4
                        Karlsruhe      410         66           0         0             4
                         Konstanz      234         60         111        20             2
                          Lörrach      317         81           0         0             7
                      Ludwigsburg      835          6           0        74            13
                Main-Tauber-Kreis      175         23           0         5             0
                         Mannheim      251         71           0         0             2
            Neckar-Odenwald-Kreis      111         30           0         0             2
                     Ortenaukreis      401          9           0         0            18
                      Ostalbkreis      560        202           0         0             2
                        Pforzheim       57          0           0         0             1
                          Rastatt      307         46           0         0             0
                       Ravensburg      384         67           0         0             1
                  Rems-Murr-Kreis      555          2           0         0             4
                       Reutlingen      472         18           0         0             6
               Rhein-Neckar-Kreis      625        197        1311         0             8
                         Rottweil      161          0           2         0             3
                  Schwäbisch Hall      476        131           0         0            12
           Schwarzwald-Baar-Kreis      209         34          80         0             2
                      Sigmaringen      384         41           0         0             6
                        Stuttgart      879        250        1500         0             7
                         Tübingen      807          0           0        59             5
                       Tuttlingen      193          6          33        15             4
                              Ulm      146          0           0         0             0
                         Waldshut      132         30           0        15             1
                  Zollernalbkreis      452         51           0       117             9
                Aichach-Friedberg      138         19         175         0             2
                        Altötting      160          0           0         0             3
                           Amberg       18          0           0         0             1
                  Amberg-Sulzbach       84          0          60         0             3
                          Ansbach       33          0           0         0             0
                          Ansbach      191          0           0         0             0
                    Aschaffenburg       50          0           0         0             0
                    Aschaffenburg      134          0           0         0            10
                         Augsburg      190         48           0         0             3
                         Augsburg      208          0           0         0             0
                    Bad Kissingen       98          5         295         0             1
          Bad Tölz-Wolfratshausen      183          3          54         4             0
                          Bamberg       83          6           0         0             0
                          Bamberg      205         29           0         4             3
                         Bayreuth       62          0           0        26             1
                         Bayreuth      142         32           0         0             2
             Berchtesgadener Land      108         17         300         5             3
                             Cham      192          0           0        13             3
                           Coburg       25          0          10         0             0
                           Coburg       62          0          27         0             1
                           Dachau      373         67         646         0             2
                       Deggendorf      131          0           0         2             4
               Dillingen ad Donau       52          0         218         0             1
                Dingolfing-Landau       98          2           0         2             1
                       Donau-Ries       95          0           0         0             2
                        Ebersberg      208         36         414        15             0
                        Eichstätt       97          0         348         0             2
                           Erding      350         30           0        26             1
                         Erlangen       92          0           0         0             1
               Erlangen-Höchstadt       76          0           0         0             1
                        Forchheim      102         20           0         0             1
                         Freising      521        181           0         0             7
                 Freyung-Grafenau      102          0         550        17             1
                 Fürstenfeldbruck      359          0           0         2             3
                            Fürth       91          0           0         0             1
                            Fürth      152          0           0         0             3
           Garmisch-Partenkirchen      133          0           0         0             1
                         Günzburg      117          0         343         0             0
                         Haßberge       70          0         177         6             0
                              Hof       43          5           0         0             0
                              Hof      169         13           0         0             0
                       Ingolstadt      108         17           0         0             0
                       Kaufbeuren       32          0           0         0             0
                          Kelheim      153          0         248         0             5
                 Kempten (Allgäu)       43          0           0         0             2
                        Kitzingen       37          7          79         0             0
                          Kronach       54         12         134         0             0
                         Kulmbach       93         22           0         8             2
                Landsberg am Lech      156          0           0         0             4
                         Landshut      131          0           0         0             3
                         Landshut      317          0           0       129             7
                      Lichtenfels       88          0           0         0             1
                Lindau (Bodensee)      131          0           0         0             1
                    Main-Spessart       75          0         238         7             1
                        Memmingen       29          0           0         0             0
                         Miesbach      338         79           0        37             0
                       Miltenberg      124         25           0         5             0
                   Mühldorf a Inn      180          1           0        48             4
                          München     2926        487           0         0             9
                          München      675          0           0         0             8
                          Neu-Ulm      170         10           0        10             1
           Neuburg-Schrobenhausen      100         15           0         0             1
                  Neumarkt id OPf      118         18           0         0             2
  Neustadt ad Aisch-Bad Windsheim       69         10          59         0             0
             Neustadt ad Waldnaab      242          0           0         0             7
                         Nürnberg      326         37        1798         4             1
                  Nürnberger Land      282          0           0        33             8
                       Oberallgäu       99          0           0         0             3
                        Ostallgäu      171          0           0         0             5
                           Passau       55          0         100        28             1
                           Passau      136          0           0         0             3
              Pfaffenhofen ad Ilm      131          8         432         6             0
                            Regen       54          3           0         7             0
                       Regensburg      183          0           0         0             1
                       Regensburg      174          0           0         0             0
                    Rhön-Grabfeld       46          6          21         3             0
                        Rosenheim      172         20           0         0             0
                        Rosenheim      871         21           0        35            13
                             Roth      110          6          50         0             1
                       Rottal-Inn      355         71         400         9             8
                        Schwabach       35          0           0         0             0
                       Schwandorf      176         28         600        21             3
                      Schweinfurt       55          0         250        10             6
                      Schweinfurt      144         19         250        14             0
                        Starnberg      327          0        1200        43             1
                        Straubing      106          0           0        25             1
                  Straubing-Bogen      129          0           0         0             3
                    Tirschenreuth      579          0           0         0            31
                       Traunstein      315         16           0        45             4
                      Unterallgäu      139          5           0         4             2
                    Weiden id OPf       77          0           0         0             2
                Weilheim-Schongau      227          0          70        22             1
          Weißenburg-Gunzenhausen      110          0           0         0             1
       Wunsiedel i Fichtelgebirge      265         74           0         0             6
                         Würzburg      294          6         992         0            20
                         Würzburg      244         72        1000         0             0
                    Merzig-Wadern       66          0           0         0             0
                      Neunkirchen      114          0           0         0             0
      Regionalverband Saarbrücken      421         61           0       171             8
                        Saarlouis      172          0           0         0             2
                  Saarpfalz-Kreis      189          0           0         0             1
                        St Wendel       96          0           0         0             1
                           Berlin     2777       1191           0       472            15
                           Barnim       81         16         357         6             0
         Brandenburg an der Havel       24          5          71         4             0
                          Cottbus       32         15         177         2             0
                  Dahme-Spreewald       99          8         242         8             0
                      Elbe-Elster       39          3           0         2             1
                 Frankfurt (Oder)        7          0           3         1             0
                        Havelland       64          0           0         9             0
                Märkisch-Oderland       94         16         549        19             0
                        Oberhavel      115         16         828        13             1
            Oberspreewald-Lausitz       22          3         114         5             0
                       Oder-Spree       80         19          46         5             0
               Ostprignitz-Ruppin       18          0         175         2             0
                          Potsdam      146          0           0        68             4
               Potsdam-Mittelmark      137          0         177        13             3
                         Prignitz        9          0           0         0             0
                      Spree-Neiße       46         17         143         2             0
                   Teltow-Fläming       56         13         101         2             0
                        Uckermark       18          0           0         6             1
              Ludwigslust-Parchim       45          5           0         4             1
      Mecklenburgische Seenplatte       79          0           0         0             1
              Nordwestmecklenburg       38          0         535         3             1
                          Rostock       60          1           0         0             0
                          Rostock       32         10           0         3             0
                         Schwerin       71         14          87         2             0
            Vorpommern-Greifswald       69         10           0         0             0
                 Vorpommern-Rügen       51         10           0         0             0
                          Bautzen      189         22         687         4             2
                         Chemnitz      117          0           0         0             0
                          Dresden      378          0           0        48             4
                  Erzgebirgskreis      143          0         647        30             2
                          Görlitz       82         10         131        12             1
                          Leipzig      332          0        1207        26             0
                          Leipzig      110         48         200         5             0
                           Meißen       87         14         227        10             1
                    Mittelsachsen      109          0         353         0             1
                      Nordsachsen       55          0         188         0             0
 Sächsische Schweiz-Osterzgebirge      195         15           0         4             0
                    Vogtlandkreis      117          0           0         0             1
                          Zwickau      379          0         714        27             6
           Altmarkkreis Salzwedel       15          0          49         2             0
                Anhalt-Bitterfeld       39          0         390         0             0
                            Börde       60         21           0         0             0
                  Burgenlandkreis       38         14         122         0             0
                    Dessau-Roßlau       20          0           0         2             1
                    Halle (Saale)      185         40         640        34             2
                             Harz       69         21         210         0             1
                  Jerichower Land       20          7         121         1             0
                        Magdeburg       87          0           0         0             1
                 Mansfeld-Südharz       24          0         117         3             1
                       Saalekreis       71          9         193         0             0
                    Salzlandkreis       44         11         136         0             0
                          Stendal       59          0         370         0             1
                       Wittenberg       92          0          85         3             1
                 Altenburger Land       24          6           0         3             0
                        Eichsfeld       60          5           0         9             1
                         Eisenach        6          1           4         3             0
                           Erfurt       87         26         834         7             0
                             Gera       25          2           0         2             0
                            Gotha       28          4           0         4             0
                            Greiz      141          8           0        26             4
                   Hildburghausen       10          0           0         1             0
                        Ilm-Kreis       65          0         463         4             1
                             Jena      126          6           0         7             1
                  Kyffhäuserkreis       23          6           0         3             0
                       Nordhausen       17          2           0         4             0
             Saale-Holzland-Kreis       30         15         174         2             0
                 Saale-Orla-Kreis       37          4           0         9             0
              Saalfeld-Rudolstadt       45          3         166         3             0
           Schmalkalden-Meiningen       33          4           0         2             0
                         Sömmerda       24          2           6         2             0
                        Sonneberg       32          1           0         5             1
                             Suhl        7          1         552         4             0
            Unstrut-Hainich-Kreis       21          4         375         3             0
                    Wartburgkreis       27          4         135         3             0
                           Weimar       37          2           0         2             0
                    Weimarer Land       26          3           0         3             1
